QKEY,INTERVIEW_START_W106,INTERVIEW_END_W106,DEVICE_TYPE_W106,LANG_W106,XATTEND_W106,XPRAY_W106,XHOLYBOOK_W106,XASIAN_W106,LIFE2_W106,FTRPER_a_W106,FTRPER_b_W106,FTRGENS_a_W106,FTRGENS_b_W106,FTRGENS_c_W106,CLMSRS1_W106,CLIM1A_W106,ENV6MOD_a_W106,ENV6MOD_b_W106,ENV6MOD_c_W106,ENV6MOD_d_W106,ENV6MOD_e_W106,ENV6MOD_f_W106,SVENERGY_W106,SVREASON_W106,RELPER_W106,SPIRPER_W106,GOD_W106,GODBIBLE_W106,HGHPWR_W106,MISSINGGOD_W106,TYPEGOD_W106,SPECIES_W106,SACREDEARTH1_W106,SACREDEARTH2_a_W106,SACREDEARTH2_b_W106,SACREDEARTH2_c_W106,SACREDEARTH2_d_W106,HUMNTR_a_W106,HUMNTR_b_W106,READBIB_W106,PERSDEC_W106,PERSOE_1_W106,PERSOE_2_W106,PERSOE_3_W106,LITERAL_W106,PRAYFOR_a_W106,PRAYFOR_b_W106,PRAYFOR_c_W106,PRAYFOR_d_W106,PRAYFOR_e_W106,PRAYFOR_f_W106,ENDTIMES_W106,JCRTRNA_W106,JCRTRNCB_W106,JCRTRNC_W106,MEANINGMOD_a_W106,MEANINGMOD_b_W106,MEANINGMOD_c_W106,MEANINGMOD_d_W106,MEANINGMOD_e_W106,MEANINGMOD_f_W106,CONCLM_a_W106,CONCLM_b_W106,CONCLM_c_W106,CONCLMINV_a_W106,CONCLMINV_b_W106,CONCLMINV_c_W106,CONNRGY_a_W106,CONNRGY_b_W106,CONNRGY_c_W106,SERMONCLM_W106,CLRGYCLM_a_W106,CLRGYCLM_b_W106,CLRGYCLM_c_W106,CLRGYCLM_d_W106,MORALISSUE_d_W106,MORALISSUE_e_W106,MORALISSUE_f_W106,MORALISSUE_g_W106,CLMSRS2_a_W106,CLMSRS2_b_W106,CLMSRS2_c_W106,CLMSRS2_d_W106,CLMSRS2_e_W106,GOVWRRY_a_W106,GOVWRRY_b_W106,GOVWRRY_c_W106,CLMWRRY_a_W106,CLMWRRY_b_W106,CLMWRRY_c_W106,CLMWRRY_d_W106,USWRRY_a_W106,USWRRY_b_W106,CLMPOSS_W106,CLMPRI_W106,TALKCLM_a_W106,TALKCLM_b_W106,TALKCLM_c_W106,TALKCLM_d_W106,TALKCLMVAL_a_W106,TALKCLMVAL_b_W106,TALKCLMVAL_c_W106,TALKCLMVAL_d_W106,ENV27MOD_a_W106,ENV27MOD_b_W106,ENV27MOD_d_W106,ENV27MOD_e_W106,ATTACK_WORRY_W106,ATTACK_WORRY2_W106,ASIANDISC3_W106,ASIANDISCJOB_W106,ASIANDISC4_W106,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W106
202001018270,2022-04-15T17:10:11Z,2022-04-15T17:22:55Z,1,1,2,1,1,2,2,2,3,3,3,2,2,1,1,2,2,2,1,2,3,3,3,2,1,2,NA,NA,2,2,1,3,3,2,3,3,2,7,1,98,NA,NA,3,1,1,2,2,2,2,2,2,NA,NA,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,NA,NA,NA,NA,NA,2,3,2,3,1,2,2,4,3,1,3,3,3,NA,6,2,2,NA,5,3,2,3,4,3,1,1,5,NA,1,1,2,99,2,1,5,2,NA,1,1,1,1,1,2,2,2,2,5,4,2,2,3,9,1,3,2,1,2,1.5385064142954776
202001018284,2022-04-12T14:48:54Z,2022-04-12T15:04:04Z,1,1,2,2,4,2,2,3,2,2,3,3,3,2,1,2,1,2,1,1,2,3,4,1,2,NA,1,NA,2,2,1,5,1,1,1,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,4,4,4,4,2,5,3,4,4,4,NA,6,1,1,NA,5,5,3,5,5,5,NA,4,5,NA,1,2,3,3,2,2,4,2,NA,1,1,1,1,1,3,12,NA,3,6,3,1,1,1,1,1,2,2,1,1,0.4612554660719484
202001018294,2022-04-14T10:17:04Z,2022-04-14T10:26:05Z,1,1,2,2,4,2,1,4,1,5,1,1,1,1,1,1,2,2,1,1,1,3,4,3,2,NA,2,NA,3,2,1,5,1,1,1,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,3,5,1,2,1,2,1,4,1,2,3,3,3,NA,4,1,1,NA,1,4,1,3,5,3,1,1,2,NA,1,3,5,3,1,1,5,1,2,4,4,3,1,2,6,12,NA,3,6,2,NA,2,4,9,1,4,1,2,3,0.43760864277018574
202001018302,2022-04-12T17:12:55Z,2022-04-12T17:23:31Z,2,1,2,1,1,2,1,5,1,2,1,1,1,1,1,2,2,2,1,1,1,3,2,1,1,1,NA,NA,1,2,1,3,1,1,1,2,1,6,2,NA,NA,NA,3,1,1,1,2,1,1,2,1,5,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,3,1,3,1,1,2,4,2,2,3,3,2,NA,3,1,1,NA,2,5,1,3,3,5,NA,1,2,NA,1,3,6,3,2,2,4,2,NA,1,1,1,1,1,3,2,2,2,5,2,NA,2,4,2,1,4,2,2,2,0.3387183828749454
202001018321,2022-04-13T07:25:46Z,2022-04-13T07:37:15Z,1,1,2,1,4,2,3,3,3,4,2,2,1,1,1,2,2,2,1,1,2,1,3,1,1,2,NA,NA,2,2,1,5,1,1,1,5,5,7,2,NA,NA,NA,3,1,1,2,2,1,2,2,2,NA,NA,4,3,5,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,3,3,2,1,1,1,1,4,2,2,3,3,3,NA,6,1,1,NA,5,4,1,3,5,4,2,4,5,NA,1,3,5,3,2,1,6,2,NA,1,1,1,1,1,1,10,NA,3,6,2,NA,2,4,9,1,4,2,2,3,0.6961817363402902
202001018325,2022-04-15T14:57:23Z,2022-04-15T15:08:07Z,1,1,1,1,1,2,2,2,3,2,3,3,3,2,1,1,1,2,1,1,3,1,1,1,1,1,NA,NA,1,1,1,1,5,3,5,1,1,4,1,99,NA,NA,1,1,1,2,1,2,1,1,1,3,1,1,3,3,1,1,3,1,2,1,1,NA,2,3,2,3,5,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,1,5,1,2,5,5,5,5,1,1,4,5,5,4,5,2,5,NA,3,5,NA,1,3,5,3,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,9,1,2,2,2,3,0.3198112744182239
202001018335,2022-04-12T15:03:36Z,2022-04-12T15:09:12Z,2,1,2,2,4,2,1,2,2,4,1,1,1,1,2,2,2,2,2,2,3,3,4,4,2,NA,2,NA,3,2,1,5,1,1,1,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,3,5,2,4,1,3,3,5,3,2,3,5,4,NA,6,1,1,NA,5,5,1,3,5,4,2,1,4,NA,1,3,5,2,2,1,6,1,7,4,1,3,1,4,6,10,NA,3,6,2,NA,2,3,9,1,3,1,2,2,0.25616198994356104
202001018346,2022-04-13T18:05:26Z,2022-04-13T18:14:40Z,1,1,2,1,1,2,3,4,4,3,2,3,1,1,1,2,1,1,1,1,2,2,3,2,1,1,NA,NA,1,2,2,NA,NA,NA,NA,3,2,7,1,29,NA,NA,2,1,1,2,2,2,1,2,2,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,1,4,3,3,2,3,3,4,4,2,3,3,3,NA,5,2,1,NA,5,4,1,4,4,3,2,3,6,NA,1,2,3,2,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,4,9,1,4,1,1,3,0.5978558170085393
202001018382,2022-04-12T15:48:48Z,2022-04-12T16:01:27Z,2,1,1,1,1,2,2,4,1,3,1,1,1,1,1,1,2,1,1,1,2,3,2,1,1,2,NA,NA,2,2,1,2,1,1,1,3,1,5,1,99,NA,NA,2,1,1,1,1,1,1,1,2,NA,NA,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,2,5,5,2,1,3,2,2,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,5,2,1,3,2,2,3,2,1,2,2,1,3,2,4,3,2,1,3,6,NA,1,3,7,1,2,1,5,2,NA,1,1,1,1,1,2,1,1,1,2,2,NA,2,4,1,1,4,2,1,1,1.260606133042515
202001018406,2022-04-14T14:48:32Z,2022-04-14T14:57:50Z,2,1,2,2,4,2,1,3,1,3,1,99,2,1,1,2,2,2,1,2,2,3,4,3,2,NA,1,NA,2,2,1,5,1,1,1,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,3,3,3,2,2,2,2,4,2,2,3,5,4,NA,5,2,2,NA,4,5,1,5,5,4,2,1,6,NA,1,2,3,2,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,5,3,2,2,3,7,1,3,2,2,2,1.0182800264354712
202001018423,2022-04-14T06:21:27Z,2022-04-14T06:45:29Z,1,1,1,1,2,2,2,4,4,3,1,4,2,2,2,2,2,2,1,2,1,1,2,3,1,1,NA,NA,1,1,1,2,1,1,1,1,1,5,1,50,52,NA,2,1,1,1,2,2,2,2,3,NA,NA,1,3,5,1,2,2,1,2,3,2,NA,NA,2,2,1,3,4,5,5,1,3,3,2,2,NA,NA,NA,NA,NA,1,4,2,2,1,1,3,4,1,2,2,2,1,3,6,2,1,2,5,4,2,3,4,3,2,1,5,NA,1,4,9,4,1,2,3,2,NA,3,1,1,1,4,1,5,NA,4,2,3,2,2,3,6,1,3,1,2,2,0.3753819762078725
202001018439,2022-04-12T21:47:46Z,2022-04-12T22:02:12Z,2,1,1,1,1,2,3,3,2,3,2,2,2,1,1,2,2,1,1,1,2,3,2,1,1,1,NA,NA,1,2,1,1,1,1,1,3,2,6,2,NA,NA,NA,2,1,1,2,2,2,1,2,1,4,3,2,3,2,2,1,1,1,1,1,1,2,2,1,3,3,3,3,4,3,2,1,3,3,2,NA,NA,NA,NA,NA,1,2,2,3,2,2,2,3,3,1,3,3,3,3,3,2,2,2,2,3,2,3,3,4,2,1,5,NA,1,3,5,2,2,1,6,2,NA,1,1,1,1,1,4,1,2,1,3,2,NA,2,3,7,1,3,2,1,2,0.6676275082729768
202001018449,2022-04-12T21:19:25Z,2022-04-12T21:34:24Z,2,1,2,2,4,2,1,4,1,4,1,2,1,1,1,2,2,1,1,1,2,3,4,3,2,NA,1,NA,2,2,1,5,1,1,2,5,5,6,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,2,4,2,4,1,2,3,4,3,1,3,3,3,NA,3,1,1,NA,1,4,1,2,5,3,1,1,2,NA,1,4,9,3,1,2,3,1,1,1,5,3,1,1,1,10,NA,3,6,2,NA,2,3,9,1,3,2,2,3,0.3619725201896913
202001018487,2022-04-12T14:29:59Z,2022-04-12T14:41:38Z,2,1,2,2,4,2,1,4,2,4,3,3,1,1,1,1,2,2,1,1,3,1,3,2,2,NA,1,NA,2,2,1,5,1,1,1,5,5,7,1,96,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,3,3,2,3,4,4,NA,6,1,2,NA,5,4,1,2,5,5,NA,1,3,NA,1,3,5,2,2,3,2,2,NA,1,4,4,1,1,1,10,NA,3,6,4,1,1,2,4,1,3,1,2,2,0.5301990422100726
202001018611,2022-04-13T01:29:15Z,2022-04-13T01:37:36Z,2,1,2,1,1,2,1,5,2,1,2,2,3,2,1,2,1,2,1,1,1,1,2,3,1,1,NA,NA,1,1,1,2,1,1,1,1,1,5,1,4,1,20,2,2,1,1,2,2,2,2,1,4,3,2,5,5,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,1,2,1,4,3,3,2,2,4,1,1,5,4,NA,5,2,1,NA,1,4,2,4,3,5,NA,3,5,NA,1,4,9,1,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,9,1,2,2,2,3,0.6530502967417031
202001018647,2022-04-12T19:29:12Z,2022-04-12T19:39:56Z,1,1,2,1,1,2,2,3,99,2,2,1,1,1,1,2,2,1,1,1,2,3,2,1,1,1,NA,NA,1,2,1,1,1,1,1,5,1,7,1,60,26,NA,2,1,1,1,2,1,2,2,2,NA,NA,2,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,5,2,2,1,3,3,NA,3,1,4,NA,1,3,1,3,2,4,2,1,6,NA,1,4,9,3,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,4,2,NA,2,3,9,1,3,1,1,3,0.984515868353368
202001018649,2022-04-14T18:18:03Z,2022-04-14T18:23:10Z,1,1,2,2,4,2,1,2,2,3,2,2,1,1,1,2,2,2,2,1,1,3,4,1,2,NA,1,NA,2,2,1,5,2,1,1,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,4,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,NA,NA,NA,NA,NA,1,3,2,3,1,1,2,4,2,2,3,4,3,NA,6,1,1,NA,5,5,2,4,5,5,NA,1,3,NA,1,1,1,3,2,1,5,2,NA,1,1,1,1,1,3,11,NA,4,5,2,NA,2,4,4,1,5,2,1,2,0.3616056479528639
202001018692,2022-04-12T14:32:46Z,2022-04-12T14:38:26Z,1,1,2,1,1,2,3,3,2,2,3,3,2,8,2,2,1,2,1,2,3,3,2,2,1,2,NA,NA,2,2,1,2,1,1,1,1,1,6,2,NA,NA,NA,2,1,1,1,2,2,1,2,2,NA,NA,2,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,2,2,3,4,3,3,3,2,4,NA,2,3,3,NA,4,2,2,NA,2,4,3,5,3,3,2,3,4,NA,1,2,3,4,1,2,4,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,2,8,1,3,2,2,2,0.5715079711006552
202001018717,2022-04-13T02:08:49Z,2022-04-13T09:50:03Z,2,1,2,1,4,2,3,2,2,2,2,3,4,2,2,2,2,1,1,2,1,1,2,2,1,1,NA,NA,1,2,1,1,1,1,1,1,1,5,1,99,NA,NA,2,1,1,1,2,1,1,2,2,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,2,3,3,1,3,2,3,2,3,2,3,3,2,3,3,3,NA,3,2,2,NA,2,3,2,2,3,3,1,3,3,NA,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,3,99,2,99,4,3,99,9,9,1,3,99,2,2,1,1.142375240920249
202001018757,2022-04-12T16:39:58Z,2022-04-12T16:49:34Z,2,1,1,1,1,1,1,3,2,4,1,2,1,1,1,2,2,2,2,2,3,3,2,4,1,1,NA,NA,1,2,1,3,1,1,1,3,3,7,2,NA,NA,NA,2,1,1,1,2,2,1,2,1,4,3,3,5,5,2,1,1,1,3,1,2,NA,2,3,3,3,5,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,4,2,3,1,2,2,4,3,1,3,5,5,5,5,4,4,4,4,3,1,4,5,4,2,1,3,1,1,3,7,1,2,2,3,2,NA,1,4,4,1,1,2,1,2,1,3,2,NA,2,3,2,1,3,2,2,2,2.5955708460662987
202001018772,2022-04-12T15:42:41Z,2022-04-12T15:56:15Z,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,5,NA,2,1,1,1,NA,NA,1,2,1,1,1,1,1,1,1,6,1,97,NA,NA,1,1,1,1,2,1,1,2,1,3,3,1,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,2,1,3,4,4,NA,5,4,4,NA,5,5,3,5,4,4,2,4,5,NA,2,3,5,2,2,3,1,2,NA,1,1,1,1,1,1,1,1,1,5,3,1,1,2,1,1,3,2,2,1,1.4672756394290607
202001018773,2022-04-12T14:33:17Z,2022-04-12T14:42:14Z,2,1,2,2,1,2,1,5,2,3,3,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,NA,NA,1,1,1,1,2,2,3,2,2,6,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3,3,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,3,2,1,3,5,5,NA,5,4,2,NA,4,3,2,3,3,4,2,1,6,NA,1,4,9,2,1,1,6,2,NA,1,2,2,1,1,1,1,1,1,4,3,2,2,3,8,1,3,2,2,2,1.0010980825667974
202001018782,2022-04-14T08:41:01Z,2022-04-14T08:49:57Z,2,1,2,2,1,2,1,5,1,5,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,NA,NA,2,2,1,4,1,1,1,4,1,6,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,4,4,4,2,1,1,2,5,2,1,3,3,3,NA,2,1,2,NA,1,3,1,2,5,5,NA,1,3,NA,1,1,2,1,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,4,2,NA,2,4,9,1,5,1,1,3,0.5081558278833549
202001018810,2022-04-14T10:50:30Z,2022-04-14T11:27:30Z,2,1,1,1,1,2,1,4,3,2,3,3,4,8,1,1,1,2,1,1,3,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,3,1,20,1,30,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,2,1,1,1,2,2,2,1,3,1,4,3,3,4,2,3,3,3,2,4,1,5,2,1,1,2,3,4,2,4,4,2,4,NA,1,4,4,5,5,4,1,4,4,5,5,5,3,3,2,1,6,NA,1,2,4,2,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,3,1,2,2,2,2,0.645809677558272
202001018817,2022-04-12T15:20:31Z,2022-04-12T15:26:15Z,1,1,2,2,4,2,2,3,4,2,2,3,5,2,1,1,1,1,2,1,3,1,4,4,2,NA,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,4,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,5,3,2,1,1,1,1,99,4,4,4,1,4,2,NA,5,5,NA,5,4,4,NA,4,5,3,5,5,4,2,1,6,NA,1,3,7,2,1,2,3,2,NA,1,1,1,1,1,3,9,NA,3,6,4,1,1,1,2,2,2,4,2,2,2.2779143259705075
202001018824,2022-04-12T18:04:04Z,2022-04-12T18:11:05Z,1,1,2,2,4,2,2,4,4,4,3,4,2,1,2,2,2,2,2,2,2,3,4,1,2,NA,1,NA,2,2,1,5,3,3,2,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,4,5,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,5,5,5,1,3,1,1,5,1,2,1,2,2,NA,2,1,1,NA,1,5,3,5,5,1,1,4,5,NA,1,4,9,3,2,1,6,2,NA,1,5,4,1,1,3,12,NA,3,6,4,2,2,3,1,1,3,2,2,1,0.22394412038008785
202001018832,2022-04-12T21:53:10Z,2022-04-12T22:00:44Z,2,1,2,1,1,2,3,3,3,5,5,5,2,1,2,2,2,2,1,2,2,3,2,2,1,1,NA,NA,1,2,1,1,1,1,1,1,1,7,2,NA,NA,NA,2,1,1,1,2,2,1,1,1,3,1,4,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,3,2,2,3,4,4,NA,6,4,1,NA,5,5,3,3,5,3,2,3,6,NA,1,4,8,2,2,3,2,1,6,1,1,3,1,1,1,2,2,2,5,2,NA,2,3,2,1,2,1,2,1,0.5778787190348562
202001018834,2022-04-14T10:25:53Z,2022-04-14T10:35:08Z,1,1,2,1,4,2,1,2,2,3,1,1,2,1,2,2,2,2,2,2,2,3,3,2,1,2,NA,NA,2,2,1,4,1,1,1,4,4,6,1,99,NA,NA,2,1,1,1,2,1,1,2,2,NA,NA,5,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,1,2,2,3,4,4,NA,4,2,2,NA,2,3,1,3,5,2,1,4,5,NA,1,3,7,2,2,2,4,2,NA,1,2,2,1,1,6,12,NA,3,5,4,1,1,1,4,1,2,1,2,2,0.2784887977438351
202001018846,2022-04-12T19:53:49Z,2022-04-12T20:05:57Z,1,1,2,2,4,2,3,3,2,4,1,2,1,1,1,1,2,2,2,1,3,3,4,4,2,NA,2,NA,3,2,1,5,3,3,3,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,4,5,3,1,1,1,1,5,2,1,3,4,4,NA,4,1,3,NA,1,3,1,3,4,5,NA,1,6,NA,1,2,3,2,2,1,5,2,NA,1,1,1,1,1,6,9,NA,3,6,2,NA,2,3,4,1,3,1,2,2,0.25547104440008245
202001018864,2022-04-13T13:46:46Z,2022-04-13T13:56:53Z,1,1,2,1,1,2,3,4,1,4,1,1,1,1,1,1,2,2,1,1,2,3,2,1,1,1,NA,NA,1,1,1,3,1,1,1,2,1,6,1,1,20,60,2,1,1,2,2,1,1,2,1,5,3,3,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,1,3,2,2,1,1,1,5,1,1,3,3,2,NA,6,2,1,NA,5,4,2,3,5,4,2,1,3,NA,1,3,5,3,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,4,2,NA,2,4,9,1,4,2,1,2,1.425891792287936
202001018867,2022-04-12T16:02:18Z,2022-04-12T16:11:04Z,2,1,2,2,1,2,1,1,2,1,1,3,3,8,1,2,2,2,2,2,3,3,2,2,1,1,NA,NA,1,1,1,1,1,1,1,1,1,6,1,99,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,1,3,1,3,2,2,2,3,4,NA,1,5,5,NA,5,4,4,NA,5,5,2,5,5,4,2,4,6,NA,1,1,2,2,2,2,3,2,NA,1,1,1,1,1,2,2,2,2,5,1,NA,1,1,2,1,2,1,2,2,0.6953434319673661
202001018878,2022-04-12T14:26:58Z,2022-04-12T14:45:41Z,2,1,2,1,1,2,1,3,3,2,1,3,3,2,1,1,2,2,1,1,2,3,2,2,1,2,NA,NA,2,1,2,NA,NA,NA,NA,2,2,6,1,99,NA,NA,2,1,1,1,2,1,1,2,1,4,99,3,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,2,2,3,4,3,3,2,4,3,2,2,2,NA,6,2,2,NA,5,3,3,4,2,5,NA,1,5,NA,1,2,4,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,3,1,1,2,9,3,3,2,2,3,0.9516498933631139
202001018898,2022-04-12T14:23:24Z,2022-04-12T14:31:51Z,2,1,2,2,4,2,1,3,2,3,2,2,2,1,1,2,2,2,2,2,2,3,4,4,2,NA,2,NA,3,2,1,5,1,1,1,NA,NA,7,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,NA,NA,NA,NA,NA,3,4,1,3,2,2,3,3,3,2,3,2,3,NA,4,1,1,NA,2,3,1,3,4,5,NA,1,6,NA,1,4,8,2,1,1,6,2,NA,1,1,1,1,1,6,9,NA,3,6,1,NA,1,2,8,1,3,1,2,3,0.3059389755501663
202001018907,2022-04-17T19:10:52Z,2022-04-17T19:18:40Z,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,NA,NA,1,2,1,2,3,1,1,2,2,6,2,NA,NA,NA,2,1,1,1,1,1,1,2,1,3,3,3,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,3,2,4,1,1,1,3,3,NA,4,1,1,NA,2,4,1,3,4,4,2,3,5,NA,1,2,3,3,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,2,NA,2,3,9,1,3,1,1,3,1.0425567170603303
202001018933,2022-04-12T14:51:45Z,2022-04-12T15:01:21Z,1,1,2,1,4,2,1,2,2,3,2,1,1,1,1,2,2,1,1,1,2,3,3,1,1,1,NA,NA,1,2,1,99,1,1,1,3,1,2,1,1,4,NA,2,1,1,1,1,1,1,2,1,1,3,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,5,5,4,2,1,2,2,5,2,1,2,2,2,NA,2,1,1,NA,1,4,1,3,3,4,2,1,3,NA,1,3,5,4,2,1,5,2,NA,1,1,1,1,1,6,11,NA,4,5,2,NA,2,4,3,1,5,2,1,2,0.3203021901228175
